"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
12032,-118.06,34.09,38,2036,388,1096,371,4.0625,"<1H OCEAN"
12033,-120.96,37.65,34,1700,325,972,326,2.4485,"INLAND"
12034,-121.92,37.24,27,1265,216,660,232,5.3911,"<1H OCEAN"
12035,-118.01,33.82,31,1960,380,1356,356,4.0625,"<1H OCEAN"
12036,-118.13,34.18,52,1464,211,603,226,5.8309,"INLAND"
12037,-117.9,34.13,5,1126,316,819,311,1.5,"<1H OCEAN"
12038,-118.41,34.21,35,1789,292,897,267,5.592,"<1H OCEAN"
12039,-117.96,33.88,25,3578,461,1588,466,6.2556,"<1H OCEAN"
12040,-117,32.77,30,1802,401,776,386,2.8125,"<1H OCEAN"
12041,-118.35,33.87,37,1420,286,886,290,4.5833,"<1H OCEAN"
12042,-121.55,39.45,18,2278,523,1185,475,1.3611,"INLAND"
12043,-119.78,36.3,30,1846,391,1255,352,2.1681,"INLAND"
12044,-119.78,34.48,21,2377,322,1007,328,7.9248,"NEAR OCEAN"
12045,-117.08,32.76,27,1221,254,606,259,3.0833,"NEAR OCEAN"
12046,-118.28,33.97,40,2180,642,2464,631,1.5521,"<1H OCEAN"
12047,-123.16,39.1,31,418,82,327,81,2.775,"<1H OCEAN"
12048,-121.5,38.54,44,1167,201,452,209,3.7344,"INLAND"
12049,-121.1,39.15,10,680,143,354,140,4.0333,"INLAND"
12050,-118.06,34.08,34,1197,260,942,245,3.4202,"<1H OCEAN"
12051,-119.82,36.75,41,1022,209,741,213,2.0781,"INLAND"
12052,-118.47,34.06,26,6577,1789,2937,1652,4.801,"<1H OCEAN"
12053,-116.98,34.07,21,739,125,199,82,4.8958,"INLAND"
12054,-122.19,37.82,32,1835,264,635,263,8.317,"NEAR BAY"
12055,-118.41,34.18,35,1975,384,882,406,4.375,"<1H OCEAN"
12056,-117.87,33.92,17,4575,764,2054,737,6.0571,"<1H OCEAN"
12057,-118.91,34.28,6,6106,1134,3246,1062,5.2206,"<1H OCEAN"
12058,-121.45,38.62,37,1534,315,1147,322,2.5643,"INLAND"
12059,-122.69,37.91,43,1730,326,629,279,4.3194,"NEAR OCEAN"
12060,-119.35,36.52,39,3027,608,2199,592,2.6445,"INLAND"
12061,-118.21,33.95,32,1116,328,1265,302,2.295,"<1H OCEAN"
12062,-121.3,38.69,13,2135,429,779,432,3.6995,"INLAND"
12063,-121.88,37.37,14,6016,1404,3258,1316,3.5745,"<1H OCEAN"
12064,-118.45,34.25,21,2143,565,1803,497,3.9833,"<1H OCEAN"
12065,-121.36,38.62,34,2447,503,1077,456,3.058,"INLAND"
12066,-118.4,34.16,34,2638,580,1150,551,4.2989,"<1H OCEAN"
12067,-121.54,39.08,26,2276,460,1455,474,2.4695,"INLAND"
12068,-117.65,35,36,1184,316,672,241,1.9107,"INLAND"
12069,-122.04,37.99,32,1504,279,749,267,3.2,"NEAR BAY"
12070,-121.2,38.36,14,2634,463,1402,432,3.8897,"INLAND"
12071,-118.21,33.82,34,1719,398,1444,372,2.8438,"NEAR OCEAN"
12072,-117.4,33.94,37,987,187,551,191,3.5865,"INLAND"
12073,-120.55,38.12,10,1566,325,785,291,2.5,"INLAND"
12074,-118.1,33.91,29,505,113,411,113,2.6397,"<1H OCEAN"
12075,-117.57,33.88,35,1755,446,1453,428,2.316,"INLAND"
12076,-118.03,33.95,37,1772,321,934,326,4.1471,"<1H OCEAN"
12077,-117.04,32.64,5,2329,542,1213,514,4.0298,"NEAR OCEAN"
12078,-117.68,33.51,4,2428,401,959,386,6.2661,"<1H OCEAN"
12079,-119.92,38.91,15,3831,625,984,328,5.0718,"INLAND"
12080,-122.53,37.97,37,1340,322,621,314,3.5588,"NEAR BAY"
12081,-117.19,33.14,12,3652,923,1677,728,2.3267,"<1H OCEAN"
12082,-118.12,33.99,26,2296,534,1777,507,2.5395,"<1H OCEAN"
12083,-117.31,32.98,17,2789,648,849,345,4.1012,"NEAR OCEAN"
12084,-117.09,32.77,38,2065,374,812,343,3.125,"NEAR OCEAN"
12085,-121.23,38.09,23,633,91,236,83,6.4562,"INLAND"
12086,-120.81,38.73,42,1276,260,799,259,2.7273,"INLAND"
12087,-122.26,37.83,52,1470,330,689,309,3.48,"NEAR BAY"
12088,-116.91,34,18,553,100,215,82,5.5,"INLAND"
12089,-121.9,37.46,29,2385,513,1788,510,3.8421,"<1H OCEAN"
12090,-118.12,33.9,38,1222,282,756,256,4.125,"<1H OCEAN"
12091,-118.46,34.24,11,5363,1160,2783,1034,3.8583,"<1H OCEAN"
12092,-118.05,33.78,25,2356,330,937,326,6.6264,"<1H OCEAN"
12093,-117.09,32.75,19,2739,707,2004,622,1.6318,"NEAR OCEAN"
12094,-122.04,37.85,27,6039,780,2181,761,9.5862,"NEAR BAY"
12095,-122.16,38.05,34,2434,428,926,423,4.6776,"NEAR BAY"
12096,-117.04,32.83,8,2205,348,777,341,6.0266,"<1H OCEAN"
12097,-119.8,34.44,27,2674,419,1176,416,5.0294,"NEAR OCEAN"
12098,-118.22,33.96,35,1437,474,2113,484,2.6179,"<1H OCEAN"
12099,-117.12,32.9,13,1743,363,854,353,4.6667,"<1H OCEAN"
12100,-119.28,36.32,16,2812,514,1620,523,3.7404,"INLAND"
12101,-122.41,37.78,52,1014,422,1055,382,1.8519,"NEAR BAY"
12102,-120.65,35.12,19,2949,662,1425,548,2.9615,"<1H OCEAN"
12103,-122.03,37.39,34,2600,650,1994,650,4.0223,"<1H OCEAN"
12104,-117.93,34.09,34,2192,431,1376,428,3.9861,"<1H OCEAN"
12105,-115.54,32.79,23,1712,403,1370,377,1.275,"INLAND"
12106,-121.47,38.56,51,2083,559,874,524,2.0221,"INLAND"
12107,-122,36.93,51,1616,374,608,302,3.1932,"NEAR OCEAN"
12108,-122.61,38.25,18,2915,418,1340,421,5.2452,"<1H OCEAN"
12109,-118.35,34.06,52,2837,602,1164,551,3.2411,"<1H OCEAN"
12110,-122.32,37.95,35,1612,354,887,331,2.5769,"NEAR BAY"
12111,-118.23,33.89,16,5003,1180,4145,1159,2.1389,"<1H OCEAN"
12112,-122.04,38.25,38,1214,244,632,254,2.8438,"INLAND"
12113,-117.05,32.95,17,3039,555,1297,552,3.9531,"<1H OCEAN"
12114,-117.95,34.14,33,1943,440,1526,353,3.038,"INLAND"
12115,-118.26,34.02,38,980,285,1308,310,1.5652,"<1H OCEAN"
12116,-117.88,33.75,50,1344,228,747,234,4.5125,"<1H OCEAN"
12117,-121.47,38.48,24,2359,462,2048,476,3.2702,"INLAND"
12118,-122.72,38.46,35,1445,309,795,308,2.9073,"<1H OCEAN"
12119,-118.21,33.91,37,1073,265,1197,250,2.7109,"<1H OCEAN"
12120,-117.31,34.5,14,2443,447,883,465,2.1111,"INLAND"
12121,-120.84,37.47,11,2285,499,1468,471,2.7857,"INLAND"
12122,-120.91,37.66,36,1320,255,720,232,2.6523,"INLAND"
12123,-122.27,37.87,35,3218,1108,1675,1000,1.7464,"NEAR BAY"
12124,-117.12,32.56,20,2524,682,1819,560,2.9286,"NEAR OCEAN"
12125,-121.45,38.64,23,1481,343,1079,315,1.867,"INLAND"
12126,-118.07,33.96,30,928,230,913,214,2.6991,"<1H OCEAN"
12127,-117.81,33.82,20,2819,319,1019,319,12.2092,"<1H OCEAN"
12128,-122.24,37.86,52,1668,225,517,214,7.8521,"NEAR BAY"
12129,-117.2,32.8,34,4854,912,2089,854,3.8542,"NEAR OCEAN"
12130,-122.04,37.88,32,3250,550,1230,557,4.6424,"NEAR BAY"
12131,-117.9,33.88,28,2696,346,947,356,9.0055,"<1H OCEAN"
12132,-117.97,33.85,45,818,147,546,152,5.1057,"<1H OCEAN"
12133,-117.21,32.83,35,2259,501,1340,511,3.4482,"NEAR OCEAN"
12134,-118.1,33.85,36,1473,253,713,257,5.9493,"<1H OCEAN"
12135,-118.01,33.76,26,2141,597,2038,585,2.2981,"<1H OCEAN"
12136,-117.01,32.7,7,2327,490,1304,445,3.3553,"NEAR OCEAN"
12137,-122.91,39.17,44,202,42,142,39,4.35,"INLAND"
12138,-119.72,34.41,35,1853,375,878,338,4.9044,"NEAR OCEAN"
12139,-122.2,37.8,46,2041,405,1059,399,3.8487,"NEAR BAY"
12140,-118.17,33.94,17,1145,209,499,202,4.6389,"<1H OCEAN"
12141,-121.43,37.74,52,994,258,623,264,1.725,"INLAND"
12142,-120.93,38.65,12,2213,384,1097,351,4.5568,"INLAND"
12143,-122.39,37.72,45,2893,570,1923,535,3.6607,"NEAR BAY"
12144,-122.03,37.95,14,3287,793,1601,716,3.1719,"NEAR BAY"
12145,-118.12,34.6,33,2189,497,1459,443,2.3958,"INLAND"
12146,-121.3,38.14,17,3507,696,1867,709,3.2123,"INLAND"
12147,-118.46,34.2,22,4855,1350,2519,1258,3.0893,"<1H OCEAN"
12148,-118.31,34.07,20,3264,1248,2919,1191,2.3674,"<1H OCEAN"
12149,-119.71,36.74,18,8099,1670,4476,1514,2.4728,"INLAND"
12150,-119.81,36.83,19,6789,1200,2325,1109,4.049,"INLAND"
12151,-122.27,37.53,43,1145,230,586,254,3.5,"NEAR OCEAN"
12152,-117.08,32.61,27,2264,525,1485,468,3.3514,"NEAR OCEAN"
12153,-119.67,34.42,37,1673,444,1477,446,2.0643,"<1H OCEAN"
12154,-122.44,37.79,52,1817,535,800,487,3.975,"NEAR BAY"
12155,-119.69,36.71,25,556,79,249,71,4.4583,"INLAND"
12156,-119.23,34.28,24,4260,691,1581,607,5.5048,"NEAR OCEAN"
12157,-122.5,37.77,52,2433,454,1070,420,4.125,"NEAR BAY"
12158,-117.21,32.74,52,1245,174,468,193,6.9322,"NEAR OCEAN"
12159,-119.77,36.84,15,1924,262,848,277,5.3886,"INLAND"
12160,-117.22,33.18,13,4273,886,2328,801,3.3444,"<1H OCEAN"
12161,-122.22,37.8,52,2721,541,1185,515,4.5428,"NEAR BAY"
12162,-122.47,37.75,51,2413,431,1095,437,4.0089,"NEAR BAY"
12163,-119.29,34.26,32,3295,764,1344,600,3.6007,"NEAR OCEAN"
12164,-117.72,34.1,52,2867,496,978,513,3.1477,"INLAND"
12165,-118.47,34.19,41,1104,196,495,196,5.0929,"<1H OCEAN"
12166,-118.18,33.74,30,5915,1750,2136,1503,4.0968,"NEAR OCEAN"
12167,-116.99,33.99,22,4227,658,1849,619,4.7356,"INLAND"
12168,-117.98,33.78,22,4255,971,2901,920,3.2636,"<1H OCEAN"
12169,-117.67,33.67,5,10534,2035,4656,1863,5.7797,"<1H OCEAN"
12170,-118.33,34.03,33,2314,624,1714,582,1.7377,"<1H OCEAN"
12171,-122.77,38.29,32,3201,542,1869,519,3.2442,"<1H OCEAN"
12172,-121.07,39.09,17,1878,345,892,299,2.8864,"INLAND"
12173,-117.9,33.73,30,746,172,1048,163,4.1,"<1H OCEAN"
12174,-118.87,34.23,14,4242,746,1858,689,6.0145,"<1H OCEAN"
12175,-122.03,37,30,2077,342,816,328,5.2078,"NEAR OCEAN"
12176,-121.68,36.72,12,19234,4492,12153,4372,3.2652,"<1H OCEAN"
12177,-116.73,34.52,16,1247,315,433,159,1.0568,"INLAND"
12178,-118.37,33.79,36,1596,234,654,223,8.2064,"NEAR OCEAN"
12179,-118.41,34,37,1426,259,689,261,5.5284,"<1H OCEAN"
12180,-120.38,40.98,27,777,185,318,115,1.6833,"INLAND"
12181,-121.44,38.61,33,1591,466,1000,418,1.0467,"INLAND"
12182,-121.86,37.41,16,1489,262,945,263,7.3861,"<1H OCEAN"
12183,-118.07,33.97,36,1887,370,1006,329,3.1554,"<1H OCEAN"
12184,-118.15,33.98,37,1184,290,1320,276,2.3,"<1H OCEAN"
12185,-118.19,33.78,21,2741,1029,2924,969,1.3274,"NEAR OCEAN"
12186,-117.87,33.75,18,697,255,812,221,2.6635,"<1H OCEAN"
12187,-119.77,36.83,16,2360,355,1034,359,5.0635,"INLAND"
12188,-121.48,38.62,23,7709,1279,4147,1262,3.8272,"INLAND"
12189,-116.98,34.05,6,2290,312,957,274,7.2708,"INLAND"
12190,-118.48,34.28,35,1511,274,873,254,5.5608,"<1H OCEAN"
12191,-117.86,33.8,35,1683,347,1242,335,3.5172,"<1H OCEAN"
12192,-118.16,33.97,39,1444,447,1890,416,2.1181,"<1H OCEAN"
12193,-120.64,37.38,19,2256,449,1469,435,2.5129,"INLAND"
12194,-122.64,38.95,28,1503,370,522,268,1.2029,"INLAND"
12195,-118.49,34.43,15,8244,1409,4453,1357,5.4829,"<1H OCEAN"
12196,-118.06,34.16,34,2297,419,909,412,4.8214,"INLAND"
12197,-119.53,37.34,26,4047,702,571,199,2.3482,"INLAND"
12198,-119.46,35.14,30,2943,NA,1565,584,2.5313,"INLAND"
12199,-122.05,37.31,25,4601,696,2003,666,8.0727,"<1H OCEAN"
12200,-122.02,37.99,37,2247,416,1237,397,4.45,"NEAR BAY"
12201,-121.37,38.01,15,2430,315,1016,314,10.0088,"INLAND"
12202,-122.16,37.69,36,1480,278,796,283,4.3971,"NEAR BAY"
12203,-121.43,38.64,34,2010,411,1501,422,2.0417,"INLAND"
12204,-119.27,36.18,23,3180,547,1829,498,2.6098,"INLAND"
12205,-122,37.96,32,3364,666,1980,678,3.7,"INLAND"
12206,-122.29,37.9,52,1604,263,594,286,5.338,"NEAR BAY"
12207,-120.07,36.98,12,1790,379,1399,397,2.5388,"INLAND"
12208,-117.36,33.2,19,2129,562,1323,525,2.9539,"NEAR OCEAN"
12209,-121.58,39.16,36,1206,197,537,204,3.3611,"INLAND"
12210,-118.35,33.87,34,2823,500,1429,483,5.5,"<1H OCEAN"
12211,-118.06,33.98,42,1342,243,615,208,5.4381,"<1H OCEAN"
12212,-118.13,33.84,46,2439,429,944,374,4.2841,"<1H OCEAN"
12213,-121.96,37.36,16,5040,1325,3150,1196,4.2837,"<1H OCEAN"
12214,-119.83,36.71,43,355,81,233,75,2.4167,"INLAND"
12215,-119.76,36.8,20,6257,1346,2795,1267,2.2094,"INLAND"
12216,-121.56,37.08,17,6725,1051,3439,1027,6.4313,"<1H OCEAN"
12217,-118.26,33.82,28,5091,1074,4753,1033,3.6477,"<1H OCEAN"
12218,-122.27,37.9,42,1650,274,645,256,5.6228,"NEAR BAY"
12219,-121.85,36.61,38,238,NA,191,67,1.3897,"<1H OCEAN"
12220,-118.12,34.11,48,2124,319,785,319,5.2131,"<1H OCEAN"
12221,-121.91,36.62,30,724,167,325,155,3.3333,"<1H OCEAN"
12222,-117.46,33.95,34,1565,296,1142,328,3.6979,"INLAND"
12223,-118.08,33.96,35,2104,399,1659,387,4.0096,"<1H OCEAN"
12224,-117.96,34.04,33,1458,268,1115,257,4.7955,"<1H OCEAN"
12225,-122.22,37.86,21,7099,1106,2401,1138,8.3014,"NEAR BAY"
12226,-118.6,34.19,16,14912,4183,5105,3302,2.8312,"<1H OCEAN"
12227,-120.25,39.34,9,2739,555,294,110,3.1842,"INLAND"
12228,-121.24,38.66,14,3335,440,1329,429,6.2082,"INLAND"
12229,-122.27,38.53,22,678,137,336,103,4.4,"INLAND"
12230,-121.99,38.15,36,263,73,88,42,2.5313,"INLAND"
12231,-117.3,34.15,33,1607,282,608,260,4.3438,"INLAND"
12232,-122.71,38.44,52,988,283,475,242,1.3684,"<1H OCEAN"
12233,-117.78,34.07,18,3610,772,2899,765,3.9784,"INLAND"
12234,-117.95,33.85,13,6963,1426,3892,1375,4.1325,"<1H OCEAN"
12235,-121.97,37.51,25,3333,511,1671,504,5.4359,"<1H OCEAN"
12236,-118.28,34.05,35,1627,838,3013,791,1.5565,"<1H OCEAN"
12237,-119.76,36.83,20,3214,446,1360,463,5.2595,"INLAND"
12238,-118.3,33.85,38,123,36,142,40,2.3942,"<1H OCEAN"
12239,-121.94,36.55,30,2722,584,628,384,3.4048,"NEAR OCEAN"
12240,-118.57,34.22,27,2795,606,1702,586,3.7798,"<1H OCEAN"
12241,-120.92,37.59,26,1705,279,642,236,2.6591,"INLAND"
12242,-120.22,38.05,14,3803,689,1129,477,2.7188,"INLAND"
12243,-122.14,37.67,36,1487,249,641,243,4.0682,"NEAR BAY"
12244,-117.81,33.56,24,6258,1003,1730,752,10.9601,"<1H OCEAN"
12245,-118.43,33.99,35,2243,495,1135,465,4.3281,"<1H OCEAN"
12246,-119.29,34.24,27,4742,775,1682,696,6.194,"NEAR OCEAN"
12247,-122.23,37.48,33,3108,805,1895,717,3.3015,"NEAR OCEAN"
12248,-117.27,33.15,4,23915,4135,10877,3958,4.6357,"NEAR OCEAN"
12249,-121.99,37.36,33,2321,480,1230,451,4.9091,"<1H OCEAN"
12250,-117.21,32.83,28,3241,533,1334,513,4.1806,"NEAR OCEAN"
12251,-118.25,34.03,52,1274,418,1655,368,2.1905,"<1H OCEAN"
12252,-122.04,36.95,36,1862,364,1080,364,4.4567,"NEAR OCEAN"
12253,-118.05,33.82,25,1548,279,732,265,5.123,"<1H OCEAN"
12254,-117.45,34.1,6,5571,1316,4048,1154,2.0308,"INLAND"
12255,-122.3,38.33,15,4741,956,2043,856,4.1862,"NEAR BAY"
12256,-119.73,36.75,39,1745,321,901,303,3.1719,"INLAND"
12257,-118.17,34.11,26,4971,996,2370,932,4.9676,"<1H OCEAN"
12258,-122.3,38.29,48,2278,477,1219,453,2.9643,"NEAR BAY"
12259,-118.4,34.05,26,4473,923,1518,805,5.0762,"<1H OCEAN"
12260,-117.68,34,5,3761,580,2335,648,5.7338,"INLAND"
12261,-119.25,34.26,30,2948,827,1635,750,2.67,"NEAR OCEAN"
12262,-121.44,37.7,5,1365,196,591,156,6.0389,"INLAND"
12263,-122.15,37.75,44,1938,399,946,331,3.225,"NEAR BAY"
12264,-122.93,41.48,20,4288,789,1800,660,2.723,"INLAND"
12265,-117.16,32.58,36,1940,399,1076,382,3.3906,"NEAR OCEAN"
12266,-118.15,33.95,31,1053,230,686,211,4,"<1H OCEAN"
12267,-118.3,33.75,42,967,175,481,163,5.6611,"<1H OCEAN"
12268,-118.09,34.06,38,3230,840,3485,827,2.629,"<1H OCEAN"
12269,-118.27,34.16,48,1301,253,637,260,4.3438,"<1H OCEAN"
12270,-118.32,33.96,47,1453,247,721,276,5.5176,"<1H OCEAN"
12271,-121.26,37.95,39,1841,428,1368,390,2.1583,"INLAND"
12272,-116.92,32.78,21,4192,752,2101,710,4.4306,"<1H OCEAN"
12273,-117.9,33.65,30,2196,486,1131,460,4.4135,"<1H OCEAN"
12274,-117.09,32.8,36,2163,367,915,360,4.7188,"NEAR OCEAN"
12275,-118.58,34.21,27,2209,353,1034,344,4.7125,"<1H OCEAN"
12276,-122.02,37.56,23,4332,857,2461,829,4.3594,"NEAR BAY"
12277,-117.24,34.14,6,2383,606,1301,488,3.016,"INLAND"
12278,-116.3,33.68,10,2387,481,863,304,2.8882,"INLAND"
12279,-121.75,36.91,32,1461,422,1494,416,2.8056,"<1H OCEAN"
12280,-123.17,39.18,14,2240,327,1030,308,5.9585,"<1H OCEAN"
12281,-122.15,37.74,52,1394,223,545,230,3.95,"NEAR BAY"
12282,-117.64,34.06,43,763,219,851,198,1.7292,"INLAND"
12283,-118.22,34.63,4,14348,2145,5839,1806,5.3799,"INLAND"
12284,-118.16,33.97,31,1363,428,1897,364,2.3929,"<1H OCEAN"
12285,-118.14,34.07,42,1036,199,656,215,4.1902,"<1H OCEAN"
12286,-121.54,36.99,27,2361,449,1782,397,3.2614,"INLAND"
12287,-117.74,33.61,17,2116,474,662,443,3.5625,"<1H OCEAN"
12288,-119.11,36.29,18,1666,294,859,301,2.6065,"INLAND"
12289,-121.34,38.61,11,1716,404,722,415,2.0926,"INLAND"
12290,-117.22,32.75,34,6001,1111,2654,1072,4.5878,"NEAR OCEAN"
12291,-121.28,37.92,36,499,115,451,124,2.1705,"INLAND"
12292,-118.39,33.85,24,4373,871,1830,824,5.7128,"<1H OCEAN"
12293,-118.84,34.11,12,7508,1058,2484,965,5.8788,"NEAR OCEAN"
12294,-117.25,32.8,37,1096,260,490,267,3.2663,"NEAR OCEAN"
12295,-118.6,34.16,37,3441,584,1283,544,4.1656,"<1H OCEAN"
12296,-121.96,37.43,18,2514,578,2205,545,3.3859,"<1H OCEAN"
12297,-118.35,33.99,47,2183,380,927,371,4.9531,"<1H OCEAN"
12298,-117.25,33.37,8,1755,530,1687,511,1.995,"<1H OCEAN"
12299,-123.18,39.23,18,243,55,115,54,2.125,"<1H OCEAN"
12300,-117.19,34.1,5,2167,384,1174,358,4.0114,"INLAND"
12301,-121.82,37.38,32,1650,246,768,263,6.8462,"<1H OCEAN"
12302,-117.07,33,4,9153,1866,3775,1698,4.955,"<1H OCEAN"
12303,-122.54,37.62,35,1481,277,747,254,4.4286,"NEAR OCEAN"
12304,-117.03,32.69,5,3201,532,2061,536,5.0829,"NEAR OCEAN"
12305,-117.82,33.88,15,5392,895,2531,827,6.2185,"<1H OCEAN"
12306,-120.95,39.93,26,2023,385,922,365,2.8125,"INLAND"
12307,-119.81,36.7,52,314,57,178,66,1.2404,"INLAND"
12308,-122.08,37.61,26,2261,443,1039,395,3.7931,"NEAR BAY"
12309,-119.17,34.15,18,2509,688,3129,677,2.6098,"NEAR OCEAN"
12310,-119.69,36.25,35,2011,349,970,300,2.395,"INLAND"
12311,-116.86,33.02,17,401,68,251,69,4.6518,"<1H OCEAN"
12312,-122.02,37.95,25,1205,260,608,272,2.4519,"NEAR BAY"
12313,-117.23,32.86,15,1703,320,587,282,5.0855,"NEAR OCEAN"
12314,-119.46,36.61,13,1348,258,719,246,3.625,"INLAND"
12315,-119.39,36.55,30,1669,314,837,325,3.3869,"INLAND"
12316,-118.07,34.13,27,3787,913,1992,853,3.301,"INLAND"
12317,-122.46,37.71,45,1799,394,1436,389,3.65,"NEAR OCEAN"
12318,-118.27,33.99,35,932,294,1153,282,1.4886,"<1H OCEAN"
12319,-121.97,39.79,16,1453,299,904,286,3.5735,"INLAND"
12320,-122.36,40.57,31,431,90,231,78,2.184,"INLAND"
12321,-119.09,34.24,17,10214,1589,3409,1327,5.3806,"<1H OCEAN"
12322,-118.12,33.95,35,1604,280,802,280,5.752,"<1H OCEAN"
12323,-117.21,32.85,15,2593,521,901,456,4.2065,"NEAR OCEAN"
12324,-122.26,37.81,29,335,107,202,91,2.0062,"NEAR BAY"
12325,-122.23,37.45,34,4177,723,1586,660,5.0457,"NEAR OCEAN"
12326,-118.34,34.11,40,5485,1242,2034,1133,3.6974,"<1H OCEAN"
12327,-117.15,32.92,16,2366,392,1482,407,4.9024,"<1H OCEAN"
12328,-118.37,33.88,27,1688,331,811,327,4.5357,"<1H OCEAN"
12329,-116.98,32.88,12,7320,1279,4048,1249,4.3952,"<1H OCEAN"
12330,-122.48,37.79,52,1647,236,546,227,9.1881,"NEAR BAY"
12331,-117.9,33.91,36,1376,257,687,221,3.5403,"<1H OCEAN"
12332,-118.35,33.9,31,1547,NA,956,287,3.4698,"<1H OCEAN"
12333,-117.96,33.98,25,1259,184,599,170,5.7407,"<1H OCEAN"
12334,-117.34,33.96,15,6437,1298,2805,1205,4.1883,"INLAND"
12335,-118.27,33.99,41,656,162,730,170,1.8047,"<1H OCEAN"
12336,-118.38,33.96,44,2395,458,1287,450,4.6923,"<1H OCEAN"
12337,-118.33,33.99,43,2224,550,1598,545,2.8274,"<1H OCEAN"
12338,-117.05,33.13,17,2385,372,1118,369,4.2813,"<1H OCEAN"
12339,-117.93,34.04,23,6361,1168,4580,1109,4.9342,"<1H OCEAN"
12340,-117.17,34.05,24,2877,507,1141,474,4.2059,"INLAND"
12341,-119.78,36.75,43,2070,512,1925,444,1.4635,"INLAND"
12342,-121.28,38.13,48,1892,333,804,352,4.0625,"INLAND"
12343,-118.31,34.22,27,7714,1132,3199,1100,7.1262,"<1H OCEAN"
12344,-117.51,33.95,12,9016,1486,4285,1457,4.9984,"INLAND"
12345,-117.65,34.12,27,2298,340,1071,369,6.5587,"INLAND"
12346,-118.09,34.01,31,1108,238,1151,229,4.3333,"<1H OCEAN"
12347,-118.33,33.89,42,1816,338,897,306,5.1874,"<1H OCEAN"
12348,-118.38,33.75,23,8277,1290,3176,1159,7.6986,"NEAR OCEAN"
12349,-117.28,33.18,16,3002,591,842,538,2.1205,"NEAR OCEAN"
12350,-121.9,37.29,36,1389,225,623,223,6.6331,"<1H OCEAN"
12351,-122.06,37.38,20,3401,768,1497,747,4.2188,"NEAR BAY"
12352,-117.38,33.94,21,2468,380,1164,385,4.0625,"INLAND"
12353,-121.28,38.11,10,2974,588,1559,568,3.8825,"INLAND"
12354,-117.03,32.74,37,821,150,404,135,3.0125,"NEAR OCEAN"
12355,-118.04,34.04,35,1734,363,1527,344,3,"<1H OCEAN"
12356,-117.02,32.64,5,260,41,157,42,6.5151,"NEAR OCEAN"
12357,-117.04,32.69,9,3417,860,2521,828,3.02,"NEAR OCEAN"
12358,-117.94,33.81,25,1731,482,1127,455,3.256,"<1H OCEAN"
12359,-118.27,34.06,30,1771,788,2188,764,1.5885,"<1H OCEAN"
12360,-117.39,33.97,48,1915,348,1060,376,3.4044,"INLAND"
12361,-117.3,33.26,23,1678,275,1227,264,4.1713,"<1H OCEAN"
12362,-117.23,32.86,16,1200,468,648,443,3.045,"NEAR OCEAN"
12363,-121.47,38.52,26,2177,638,1971,560,1.2575,"INLAND"
12364,-122.08,37.87,26,2405,564,680,531,2.4896,"NEAR BAY"
12365,-122.31,37.91,45,3924,834,1992,773,4.1146,"NEAR BAY"
12366,-119.1,36.42,26,1775,416,1217,383,1.8801,"INLAND"
12367,-118.95,35.38,30,2594,478,1419,480,3.725,"INLAND"
12368,-119.31,35.99,26,1460,316,880,286,1.3676,"INLAND"
12369,-123.71,39.88,42,1518,383,656,303,1.4952,"NEAR OCEAN"
12370,-121.82,39.75,29,7744,1375,3316,1365,3.0253,"INLAND"
12371,-118.22,33.98,30,1971,645,2650,605,2.0357,"<1H OCEAN"
12372,-119.93,38.72,15,2061,465,573,196,2.2417,"INLAND"
12373,-117.88,34.01,16,6756,1332,4429,1299,4.7589,"<1H OCEAN"
12374,-117.28,34.15,38,1981,343,796,344,3.8125,"INLAND"
12375,-116.96,33.74,19,3649,755,1717,696,2.2115,"INLAND"
12376,-116.79,32.61,19,2652,520,1421,491,3.5227,"<1H OCEAN"
12377,-119.78,36.86,8,3468,675,1604,626,4.2071,"INLAND"
12378,-118.1,34.65,33,873,177,425,142,2.67,"INLAND"
12379,-121.36,38.15,42,2051,334,878,318,4.3553,"INLAND"
12380,-118.38,33.84,25,5775,1149,2637,1117,5.4968,"<1H OCEAN"
12381,-117.98,33.72,28,3109,561,1891,562,5.2655,"<1H OCEAN"
12382,-118.3,34.09,25,2345,852,2860,862,1.4497,"<1H OCEAN"
12383,-118.43,34.26,30,1246,373,1990,369,3.5104,"<1H OCEAN"
12384,-118.06,33.98,50,1146,238,579,213,2.9583,"<1H OCEAN"
12385,-120.94,37.68,4,13315,2424,6420,2289,4.2471,"INLAND"
12386,-122.21,37.77,52,745,153,473,149,2.6765,"NEAR BAY"
12387,-117.62,34.09,26,3271,595,2259,566,4.0139,"INLAND"
12388,-121.34,38.66,18,4164,963,2032,898,2.119,"INLAND"
12389,-121.48,38.55,52,1684,309,675,296,4.1467,"INLAND"
12390,-122.32,37.94,38,2751,522,1390,489,3.7277,"NEAR BAY"
12391,-117.34,34.02,28,2683,708,2047,636,2.275,"INLAND"
12392,-118.49,34.15,33,2829,360,1010,363,10.3587,"<1H OCEAN"
12393,-122.16,39.78,32,1288,221,562,203,2.325,"INLAND"
12394,-118.31,33.98,52,1607,331,900,295,3.5982,"<1H OCEAN"
12395,-122.7,38.36,11,5817,878,2538,876,4.221,"<1H OCEAN"
12396,-117.64,34.15,16,2896,404,1165,379,6.4559,"INLAND"
